Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction,Price_Per_SQM,Postal_District,Market_Tier
"5 Sherrard Avenue, off North Circular Road, Dublin 1, D01H590",325000.0,2,1,Terrace,52.0,D2,53.36037,-6.258418,4424.0,dublin-1-dublin,Dublin,,1910.0,6250.0,Dublin 1,Affordable
"13 Laurelton, Swords, Co. Dublin, K67DP23",420000.0,3,3,Semi-D,101.0,C2,53.468585,-6.238169,4357.0,swords-dublin,Dublin,"Three generously sized bedrooms, Large back garden with potential to extend (subject to planning permission), Off street parking, Cul de sac location ",2004.0,4158.415841584158,Greater Dublin,Mid-Market
"54 Shrewsbury Park, Ballsbridge, Dublin 4, D04A7D0",975000.0,3,3,Terrace,142.0,B2,53.324079,-6.217582,4422.0,ballsbridge-dublin,Dublin,,1995.0,6866.197183098591,Dublin 4,Premium
"24 Pearse Brothers Park, Rathfarnham, Ballyboden, Dublin 16, D16H028",425000.0,3,1,End of Terrace,82.0,E1,53.279769,-6.286223,7273.0,ballyboden-dublin,Dublin,"CLOSE TO ALL LOCAL AMENITIES, EASY ACCESS TO THE M50, OFF STREET PARKING, QUIET CUL DE SAC, Wood burning stove",1977.0,5182.926829268293,Dublin 16,Mid-Market
"1 Prospect, Naul Road, Balbriggan, Co. Dublin, K32K202",395000.0,3,4,Detached,122.0,SI_666,53.608792,-6.195228,4383.0,balbriggan-dublin,Dublin," Bright and spacious with generous size rooms,  Feature fireplace,  Two side access,  Off street parking, Balcony ,  Double glazed windows, Fitted wardrobes  , Schools, shops and leisure facilities nearby , Well-served by public transportation  , Balbriggan train station few minutes away",,3237.7049180327867,Greater Dublin,Mid-Market
"5 Castlewood Park, Rathmines, Dublin 6, D06W2C7",1100000.0,4,2,Semi-D,160.0,D2,53.321956,-6.263074,10789.0,rathmines-dublin,Dublin,"Versatile, light-filled 4-bedroom semi-detached home, Dates from circa 1940, Nicely positioned on this one-way residential street, All amenities of Rathmines and Ranelagh on your doorstep, 160sqm / 1722sqft approx including the integral garage, excluding the attic conversion, Lovingly maintained by its current owners, Invaluable off-street parking to front, Private, mature rear garden",1950.0,6875.0,Dublin 6,Premium
"Seagrange, Sandycove Avenue East, Sandycove, Co Dublin, A96E027",10000000.0,5,6,Detached,594.0,B3,53.286966,-6.111685,34243.0,sandycove-dublin,Dublin,"Highly desirable coastal location, providing the lifestyle and amenities of the much sought after Sandycove, Glasthule and Dalkey areas., Discreetly hidden away from the public view, ensuring peace and privacy., Frontline panoramic sea views., Detached period property (circa 1840) extended and fully renovated to exacting standards., Floor area of approximately 594sq.m. / 6,394sq.ft approx., Private, mature and well stocked gardens of approximately 0.75 acres (0.3 hectares), 10 minute walk to Glasthule village and a 12 minute walk to Dalkey village.",1850.0,16835.016835016835,Greater Dublin,Premium
"Apartment 48, The Alders, Carrington, Northwood, Santry, Dublin 9, D09A6W3",265000.0,1,1,Apartment,53.0,C3,53.403392,-6.252812,1603.0,santry-dublin,Dublin,"Fitted wardrobes, Gas central heating, Balcony, One parking space, Excellent condition, No rent cap, Private access to Santry Park",2005.0,5000.0,Dublin 9,Affordable
"16 Parkhill Close, Kilnamanagh, Kilnamanagh, Dublin 24, D24C61W",380000.0,4,2,Detached,138.0,E2,53.302012,-6.365479,4531.0,kilnamanagh-dublin,Dublin,,1978.0,2753.623188405797,Dublin 24,Affordable
"15 Fortfield Court, Fortfield Road, Terenure, Dublin 6, D6WEK71",250000.0,1,1,Apartment,51.0,C3,53.306752,-6.300995,6254.0,terenure-dublin,Dublin,"Own door apartment, 51sqm. /549sqft. (approx.), Seperate garage/ storage unit, Off street communal parking, Electric storage heating, Located in a low density mature development, Sought after D6w location, Close to Terenure and Templeogue Villages, Strolling distance to Bushy Park and other recreational facilities, Situated adjacent to excellent bus routes, Residents Committee fee Â€550 p/a.",1984.0,4901.9607843137255,Dublin 6,Affordable
"51 La Rochelle, Dublin 8",275000.0,1,1,Apartment,41.0,C1,53.3431161,-6.2749184,3093.0,dublin-8-dublin,Dublin,,,6707.317073170731,Dublin 8,Affordable
"3 Rathmines Close, Rathmines, Dublin 6, D06WP60",495000.0,3,2,Terrace,85.0,D1,53.316959,-6.26599,7041.0,rathmines-dublin,Dublin,,1980.0,5823.529411764706,Dublin 6,Mid-Market
"Apartment 10 , 57 Pembroke Road, Ballsbridge, Dublin 4, D04WA44",375000.0,1,1,Apartment,78.0,SI_666,53.331951,-6.238557,4767.0,ballsbridge-dublin,Dublin,,,4807.692307692308,Dublin 4,Affordable
"44 Wilfield Park, Sandymount, Dublin 4, D04AY26",1450000.0,3,2,Semi-D,125.0,D1,53.326775,-6.218218,4713.0,sandymount-dublin,Dublin,,1936.0,11600.0,Dublin 4,Premium
"10 Mellowes Crescent, Finglas, Dublin 11",349000.0,3,2,Semi-D,,B3,53.389605,-6.3038767,4368.0,finglas-dublin,Dublin,,,,Dublin 11,Affordable
"Apt.1 The Iona, Prospect Hill, Finglas, Dublin 11",245000.0,2,2,Apartment,80.0,C1,53.3799586,-6.2904403,4348.0,finglas-dublin,Dublin,,,3062.5,Dublin 11,Affordable
"133 Palmerstown Woods, D22PK25",320000.0,3,2,Semi-D,86.0,D1,53.336647,-6.391963,4531.0,clondalkin-dublin,Dublin,"Spacious layout, Private back yard, Ample extra storage available, Wooden floors, Parking available for two cars, Excellent transport links, Easy access to the M50 motorway, Easy access to a range of local amenities",1980.0,3720.9302325581393,Greater Dublin,Affordable
"5 Glaunsharoon Eglinton Road Donnybrook Dublin 4, Donnybrook, Dublin 4",1200000.0,3,4,Apartment,160.0,B3,53.319458,-6.236438,5367.0,donnybrook-dublin,Dublin,"Instantly appealing, light filled duplex apartment extending to approx. 160sq.m (1,722sq.ft), Located in an exclusive gated development off Eglinton Road, Two underground car parking spaces, Floor to ceiling oak doors and floors throughout, Large picture windows allowing for an abundance of natural light, Underfloor, gas fired central heating, Large balcony overlooking the Dublin mountains, Fantastic range of wardrobes in the master bedroom, Close to an exceptional range of amenities, Separate locker",,7500.0,Dublin 4,Premium
"56 Ballyfermot Crescent, Ballyfermot, Dublin 10, D10XF76",324950.0,2,1,Terrace,,B3,53.340716,-6.349627,2874.0,ballyfermot-dublin,Dublin,,,,Dublin 10,Affordable
"16 Reuben Avenue, Dublin 8, South Circular Road, Dublin 8, D08Y8N9",450000.0,3,1,Terrace,76.0,G,53.335834,-6.292592,4738.0,south-circular-road-dublin,Dublin,"Charming red brick style, Excellent opportunity to extend and refurbish ( subject to p.p.), Mature location close to essential services, Ideal investment option",,5921.0526315789475,Dublin 8,Mid-Market
"Apartment 5 , Sycamore, Grattan Wood, Clongriffin, Dublin 13, D13FF25",295000.0,2,2,Apartment,62.0,C1,53.401693,-6.163933,6337.0,clongriffin-dublin,Dublin,"Gas fired radiator central heating. , uPVC double glazed windows. , Commnal permit parking. ",2001.0,4758.064516129032,Dublin 13,Affordable
"95 Fortunes Lawn, Citywest, Co. Dublin",245000.0,2,2,Apartment,71.0,C1,53.2835577,-6.4253536,3203.0,citywest-dublin,Dublin,,,3450.7042253521126,Greater Dublin,Affordable
"Apartment 31, Tolka Vale, Glasnevin, Dublin 11, D11Y426",295000.0,2,2,Apartment,65.0,C1,53.377371,-6.288127,4753.0,glasnevin-dublin,Dublin,"* Light-filled and modern luxury apartment , * 2-bedroom, 2-bathroom apartment  , * Secure underground Car Park with open parking  , * 65-Square meters of beautifully presented living space , * Open-plan living and dining area , * Private Balcony with southerly orientation , * Excellent C1 BER-rated property , * Service charges €2,300.00 per annum, * A dream come true!",,4538.461538461538,Dublin 11,Affordable
"Apartment 38, Hyde Court, Dublin 2, D02AK64",475000.0,2,2,Apartment,,C1,53.34549,-6.251915,3556.0,dublin-2-dublin,Dublin,"Central City Location, Pristine Condition, Two large Bedrooms (Double and Twin) one ensuite, Two Balconies, No rent restriction",,,Dublin 2,Mid-Market
"21 Aderrig Park Avenue, Adamstown, Lucan, Co. Dublin, K78A6K2",599000.0,4,3,Terrace,143.0,A2,53.341316,-6.474163,3815.0,lucan-dublin,Dublin,"4 bedroom energy efficient modern home, Turn key interiors, Off street parking, Sunny rear Garden, A3 BER, Overlooking recreational and colourful landscaped area, Close to all amenities, schools, shops and supermarkets, Excellent public transport with Rail and Bus closeby, Road Network links to M4/M50/N7, Water filtration system",2023.0,4188.811188811189,Greater Dublin,Premium
"100 Nephin Road, Navan Road, Dublin 7, D07P6C6",575000.0,3,1,Semi-D,102.0,E1,53.365858,-6.306408,3922.0,dublin-7-dublin,Dublin,"Ideal location for families, Spacious family home with dual bay windows, Built in 1949, retaining classic charm, Gas heating for comfort, Extra-large rear garden, perfect for outdoor activities, Close to Phoenix Park, offering recreational opportunities, Excellent transport links, including easy access to M50, Convenient bus and train services nearby, Adjacent to Nephin Park (AKA Bogies)",1949.0,5637.254901960784,Dublin 7,Mid-Market
"37 Cabinteely Crescent, Dublin 18, Cabinteely, Dublin 18, D18E529",695000.0,4,2,Detached,131.0,C1,53.265602,-6.150487,5235.0,cabinteely-dublin,Dublin,,,5305.343511450382,Dublin 18,Premium
"5 St Josephs Avenue, Drumcondra, Dublin 9, D09A9C2",375000.0,2,1,Terrace,58.0,G,53.363571,-6.25989,5010.0,drumcondra-dublin,Dublin,,1900.0,6465.517241379311,Dublin 9,Affordable
"84 Shandon Gardens, Phibsborough, Dublin 7, D07T3K7",595000.0,3,2,End of Terrace,107.0,E2,53.367238,-6.283128,4038.0,dublin-7-dublin,Dublin,"Highly sought after mature residential location., Nestled on the banks of the Royal Canal., Gas Heating, Spacious south facing garden., Drive in garage to rear, Few minutes walk to LUAS stop., Extended to the side., Easy access to Mount Bernard Park., Separate utility area., Downstairs WC",1960.0,5560.747663551402,Dublin 7,Mid-Market
"43 Malahide Road, Artane, Dublin 5, D05KR25",625000.0,4,2,Semi-D,139.0,D1,53.382476,-6.206217,5658.0,artane-dublin,Dublin,"Attractive semi-detached residence, Currently split in two units – commercial and residential, Extended and spacious, Double glazing, Gas fired central heating, Off-street parking, Large rear garden (L 66 ft x W 34 ft), Very convenient location, Within 4.5km of the city centre",,4496.402877697842,Dublin 5,Premium
"1 Iona Crescent, Dublin 9, Drumcondra, Dublin 9, D09A2N5",1675000.0,4,3,Detached,175.0,D1,53.36738,-6.265542,8487.0,drumcondra-dublin,Dublin,,1912.0,9571.42857142857,Dublin 9,Premium
"61 Haddington Road, Dublin 4, D04A9K4",1150000.0,5,3,Terrace,200.0,B3,53.334767,-6.24196,11511.0,ballsbridge-dublin,Dublin,"Excellent decorative order throughout, Double glazed windows, Gas fired central heating, Income potential, Southerly facing back garden",1900.0,5750.0,Dublin 4,Premium
"6 Mount Eustace Grove, Tyrrelstown, Dublin 15, D15FR8E",375000.0,3,3,Semi-D,94.0,C2,53.420935,-6.391308,3963.0,tyrrelstown-dublin,Dublin,,2004.0,3989.3617021276596,Dublin 15,Affordable
"Apartment 20 , The Mill Pond, Clondalkin, Dublin 22, D22XY91",240000.0,2,1,Apartment,80.0,C3,53.321773,-6.397511,3143.0,clondalkin-dublin,Dublin,"•	Double glazed windows throughout.  , •	Gas central heating.  , •	BER C3. , •	c.70 sq mtrs. ,  •	Communal parking. ",,3000.0,Dublin 22,Affordable
"2 Millbrook Avenue, Donaghmede, Dublin 13, D13WY26",419950.0,3,2,Terrace,110.0,C3,53.39281,-6.178334,3814.0,donaghmede-dublin,Dublin,,,3817.7272727272725,Dublin 13,Mid-Market
"257 Clontarf Road, D03X3A3",950000.0,3,2,Terrace,121.0,B2,53.359333,-6.188432,8123.0,clontarf-dublin,Dublin,"Uninterrupted views of Dublin Bay., Triple glazed windows throughout, Aluclad to the front and uPVC to the back, Hall door and framework all triple glazed and pressure treated woodwork., CCTV system front and back, App monitored and controlled Ring house alarm., External min 100mm insulation, Landscaped front and rear garden (sunny throughout the day), Period features which include antique fireplaces, coving, picture rails, high ceiling etc, Gas fired central heating (Hive remotely controlled), Rear vehicular access to garage, Two attic spaces fully floored (with a further 18 sq,m in coverted attic)",1930.0,7851.239669421488,Greater Dublin,Premium
"215 Barton Road East, Dublin 14, Ballinteer, Dublin 16, D14PC66",725000.0,4,2,Semi-D,,E2,53.288243,-6.246999,3233.0,ballinteer-dublin,Dublin,"LARGE SOUTH FACING ELEVATED CORNER SITE , WALKING DISTANCE TO DUNDRUM VILLAGE, TOWN CENTRE, DEVELOPMENT/EXTENSION POTENTIAL (subject to FPP),  CLOSE TO UCD, MANY SCHOOLS, BALLAWLEY & MARLAY PARKS, CONVENIENT TO M50 AND LUAS",,,Dublin 14,Premium
"40 Croagh Patrick Road, Navan Road, Dublin 7, D07YVE4",695000.0,3,1,Semi-D,90.0,F,53.363951,-6.308149,3212.0,dublin-7-dublin,Dublin,"Fantastic 3 bed family home, Excellent location, Large front and rear garden with well-placed lighting, Side Garage, offering potential, Walking distance to local shops, restaurants and sports facilities., Easy access to M50, Dublin Airport is just 20 minutes away., Adjacent the Phoenix Park., Short drive to City, M50 and TUD Grangegorman",1940.0,7722.222222222223,Dublin 7,Premium
"9 Chipping Row, Ongar Village, Ongar, Dublin 15, D15DD56",250000.0,3,2,Apartment,70.0,C1,53.396799,-6.439052,9130.0,ongar-dublin,Dublin,"Ground floor apartment , Designated parking , 3 bedrooms ",,3571.4285714285716,Dublin 15,Affordable
"92 Cabra Park, Phibsborough, Phibsborough, Dublin 7, D07X70X",724950.0,4,3,Terrace,140.0,D2,53.361393,-6.278969,3549.0,phibsborough-dublin,Dublin,"Extensive Refurbishment, South Facing to Rear, New Roof Fitted on Home, Electro Osmosis Damp Proofing Installed, Extended to Rear, All new kitchen and Bathrooms, New Combi-Boiler Fitted",1900.0,5178.214285714285,Dublin 7,Premium
"15 Golden Ridge Drive, Rush, Co. Dublin, K56WN67",349000.0,3,3,Semi-D,89.0,C1,53.526977,-6.091974,5235.0,rush-dublin,Dublin,,,3921.3483146067415,Greater Dublin,Affordable
"40 Shenick Road, Skerries, Co. Dublin",525000.0,3,1,Semi-D,104.0,F,53.5701137,-6.1058973,3581.0,skerries-dublin,Dublin,"Vacant Possession, South Facing Garden, Off Street Parking, Attached Garage, Oil Fired Radiator Central Heating, Stone Throw Away From the South Beach, Short Walk to Town Centre",1967.0,5048.076923076923,Greater Dublin,Mid-Market
"67 Saint Patrick`s Close, Skerries, Co. Dublin",475000.0,3,2,Semi-D,90.0,E2,53.5738215,-6.1181351,4053.0,skerries-dublin,Dublin,"Off Street Parking to Front for Multiple Cars, Secure Gated Side Access to Rear Garden, Large Rear Garden, Block Build Outhouse, Short Walk To Skerries Train Station, A Short Stroll From Skerries Town Centre",1970.0,5277.777777777777,Greater Dublin,Mid-Market
"4 Gainsborough Lawn, Malahide, Co.Dublin, K36VP23",730000.0,4,3,Semi-D,124.0,B3,53.447951,-6.184334,3865.0,malahide-dublin,Dublin,"Stylish family home, Cul de sac location, Recently upgraded kitchen and bathrooms, Open plan kitchen/living space, Gas central heating, Solar pannels, Main bedroom with ensuite, Double glazed windows throughout, Garden Shed, Patio",1999.0,5887.096774193548,Greater Dublin,Premium
"12 Woodlawn Court, Santry, Dublin 9, D17HX21",478000.0,3,3,Semi-D,93.0,D2,53.400503,-6.230318,1658.0,santry-dublin,Dublin,"Three bedroom semi detached, South facing rear garden, Quiet cul de sac location, Alarm, Gas fire central heating, D/g PVC windows",,5139.784946236559,Dublin 9,Mid-Market
"21 Merrion Court, Ailesbury Road, Ballsbridge, Dublin 4, D04FV02",735000.0,3,3,Apartment,129.0,C3,53.320171,-6.21422,4768.0,dublin-4-dublin,Dublin,"Spacious accommodation extending to 121sqm / 1302sqft, Ideal Investment Opportunity - No Rent Cap., Excellent Dublin 4 location., Convenient to both UCD and City Centre., One Designated parking space., A two- minute walk to Sydney Parade DART Station, G.F.C.H, Three Bedroom, Three Bathroom apartment., Management fee is approximately Â€3000 per annum.",1975.0,5697.674418604651,Dublin 4,Premium
"24 Barton Drive, Rathfarnham, Dublin 14, D14A2H5",325000.0,2,1,Apartment,56.0,SI_666,53.289141,-6.281009,4688.0,rathfarnham-dublin,Dublin,,,5803.571428571428,Dublin 14,Affordable
"68 Glasnevin Avenue, Glasnevin, Dublin 11",499000.0,3,2,Semi-D,130.0,G,53.3901257,-6.2704852,3535.0,glasnevin-dublin,Dublin,,,3838.4615384615386,Dublin 11,Mid-Market
"3 The Old Mill, Main Street, Naul, Co. Dublin, K32C659",295000.0,2,2,Apartment,70.0,C2,53.587564,-6.292586,5657.0,naul-dublin,Dublin,,1876.0,4214.285714285715,Greater Dublin,Affordable
"3 Plunkett Crescent D11 K0F2, Finglas, Dublin 11",265000.0,3,1,Terrace,99.0,E1,53.3988212,-6.3082035,2922.0,finglas-dublin,Dublin,,,2676.7676767676767,Dublin 11,Affordable
"68 Newmarket Square, Dublin 8",235000.0,1,1,Apartment,37.0,E2,53.3372924,-6.2757474,3368.0,dublin-8-dublin,Dublin,,,6351.351351351352,Dublin 8,Affordable
"37 Cherrywood Grove, Clondalkin, Clondalkin, Dublin 22, D22R624",320000.0,3,2,Semi-D,92.0,D2,53.320247,-6.408786,3415.0,clondalkin-dublin,Dublin,,,3478.2608695652175,Dublin 22,Affordable
"68 Highgrove, Mount Talbot, D22 YH75, Clondalkin, Dublin 22",279000.0,2,2,Apartment,75.0,B3,53.3188033,-6.3712551,2072.0,clondalkin-dublin,Dublin,,,3720.0,Dublin 22,Affordable
"163 Mellowes Road, Finglas, Dublin 11",275000.0,2,1,Terrace,70.0,C2,53.3908917,-6.3164424,2077.0,finglas-dublin,Dublin,,,3928.5714285714284,Dublin 11,Affordable
"104 Mellowes Road, Finglas, Dublin 11",265000.0,3,1,Terrace,80.0,D2,53.3906655,-6.3138234,1955.0,finglas-dublin,Dublin,,,3312.5,Dublin 11,Affordable
"58 Ferguson Road, Drumcondra, Dublin 9, D09E030",460000.0,3,1,Terrace,74.0,E1,53.373172,-6.257934,4336.0,drumcondra-dublin,Dublin,"Three bedroom property, D/G pvc windows, Gas fire central heating, west facing rear garden",,6216.216216216216,Dublin 9,Mid-Market
"12 Roebuck Park, Clonskeagh, D14CH98",850000.0,3,3,Terrace,165.0,B3,53.296935,-6.23694,6228.0,goatstown-dublin,Dublin,"BER B3, Secure gated development, Excellent decorative order, 2 Dedicated car spaces, Gas fired central heating, Double glazed windows",1995.0,5151.515151515152,Greater Dublin,Premium
"115 Harbour View, Harbour Square, Crofton Road, Dun Laoghaire, Co. Dublin, A96F535",850000.0,2,2,Apartment,89.0,B2,53.294823,-6.136131,5938.0,dun-laoghaire-dublin,Dublin,"Special Features, Stunning Sea Views, 4th floor, 2 bed, 2 bath, Utility, Storage, Parking x 1, An enviable position located on the front of the development, Management fee Â€2,800",2005.0,9550.561797752809,Greater Dublin,Premium
"39 Block 3, The Casino, Dublin Road, Malahide, Co. Dublin, K36A406",550000.0,2,1,Apartment,74.0,C1,53.451406,-6.158843,2083.0,malahide-dublin,Dublin,"Immaculately presented, two-bedroom, second floor apartment., Sunny west facing balcony, ideal to enjoy the afternoon and evening sun., Positioned in quiet corner of the development., Ideally located in the highly desirable Casino development in the heart of Malahide Village., Secure, gated development with mature communal gardens., Pedestrian gate opening adjacent to Malahide Train Station., Designated parking space and ample visitor parking., Gas fired central heating.",,7432.4324324324325,Greater Dublin,Mid-Market
"Apartment 20 , Chancery Court, Christchurch, Dublin 8, D08PF58",300000.0,1,1,Apartment,52.0,C3,53.341804,-6.26979,3512.0,christchurch-dublin,Dublin,,2005.0,5769.2307692307695,Dublin 8,Affordable
"14 and 14a Portobello Harbour, Portobello, Dublin 8, D08H9R2",795000.0,3,2,End of Terrace,130.0,D2,53.330626,-6.266777,6667.0,dublin-8-dublin,Dublin,"Exceptional Victorian residence full of potential, Well maintained by the current owners, Highly fashionable residential location within 10-15 minutes’ walk of St Stephens Green and Grafton Street Pedestrian rear access, Pedestrian rear access, On street residents disc parking, GFCH, c. 1400sq ft/130sq m",,6115.384615384615,Dublin 8,Premium
"2 St John's Road, Sandymount, Dublin 4, D04PX68",2250000.0,4,2,Semi-D,229.0,D2,53.324588,-6.208161,6892.0,sandymount-dublin,Dublin,,1850.0,9825.32751091703,Dublin 4,Premium
"6 Hill Cottages, Killiney Hill Road, Killiney, Co. Dublin, A96ND72",485000.0,2,1,Semi-D,40.0,G,53.263624,-6.114956,6227.0,killiney-dublin,Dublin,"Gas fired central heating, Excellently located two-bedroom cottage, Positioned in the heart of Killiney Village, Large rear garden with beautiful views, Off street parking possible to the front, Potential to extend subject to PP.",1890.0,12125.0,Greater Dublin,Mid-Market
"Saint Anthony, 184 Carrow Road, Drimnagh, Dublin 12, D12E207",349950.0,3,1,Semi-D,,D2,53.332435,-6.319269,4248.0,drimnagh-dublin,Dublin,,,,Dublin 12,Affordable
"39A Daleview Park, Ballybrack, Co. Dublin, A96N66E",475000.0,3,3,End of Terrace,,A1,53.25288,-6.126039,9447.0,ballybrack-dublin,Dublin,,,,Greater Dublin,Mid-Market
"2 Cedarbrook Avenue, D10 C387, Cherry Orchard, Dublin 10",195000.0,1,1,Apartment,51.0,C3,53.3373529,-6.3822181,3299.0,cherry-orchard-dublin,Dublin,,,3823.529411764706,Dublin 10,Affordable
"Apartment 17, The Oak, Parkview, Stepaside, Dublin 18, D18NH61",374950.0,2,2,Apartment,84.0,D1,53.260163,-6.223142,3392.0,stepaside-dublin,Dublin,,,4463.690476190476,Dublin 18,Affordable
"Apartment 24, Loftus Court, Dublin 1, D01FD90",280000.0,1,1,Apartment,40.0,D1,53.349765,-6.268297,2003.0,dublin-1-dublin,Dublin,"Prime location, Excellent Public Transport Links, Chain Free, Bright, spacious living area, Management fee '¬1000 per annum",,7000.0,Dublin 1,Affordable
"20 Ashford, Glasnevin, Dublin 11, D11PF85",350000.0,2,2,Apartment,68.0,C1,53.379326,-6.276771,3129.0,glasnevin-dublin,Dublin,"Spacious first floor apartment., High quality fixtures and fittings., Modern decor., Two designated underground car parking spaces., Beautifully maintained communal gardens., Terrace., Electric Heating., Lift.",2005.0,5147.058823529412,Dublin 11,Affordable
"49 Saint Ignatius Road, Drumcondra, Phibsborough, Dublin 7, D07YY62",295000.0,3,1,Terrace,74.0,D1,53.362163,-6.264314,19922.0,phibsborough-dublin,Dublin,,,3986.4864864864867,Dublin 7,Affordable
"13 Mayeston Drive, Saint Margaret's Road, Finglas, Dublin 11, D11A623",395000.0,5,4,End of Terrace,,C1,53.40664,-6.289152,2130.0,finglas-dublin,Dublin,,,,Dublin 11,Mid-Market
"2 Chapel Farm Lawn, Lusk, Co. Dublin, K45ED88",395000.0,3,3,Semi-D,,C2,53.525449,-6.17121,3144.0,lusk-dublin,Dublin,"Double Fronted Semi Detached Home, G.F.C.H. with New Gas Boiler Installed, Double Glazed Windows Throughout, Guest WC, Main Bedroom En-suite, West Facing Garden, Side Entrance, Views of Lusk Round Tower, Beside Open Green, Pyrite Free Certificate",2005.0,,Greater Dublin,Mid-Market
"Inniscarra, Main Street, Rathcoole, Co. Dublin",800000.0,0,0,Detached,297.0,,53.2809971,-6.4739946,3091.0,rathcoole-dublin,Dublin,,,2693.6026936026938,Greater Dublin,Premium
"119 Swiftwood, Saggart, Co. Dublin",289000.0,2,2,Apartment,91.0,C1,53.28369,-6.4403911,2586.0,saggart-dublin,Dublin,,,3175.8241758241757,Greater Dublin,Affordable
"50 Cherrygarth, Mount Merrion, Co. Dublin, A94H3A8",1245000.0,4,0,Semi-D,145.0,B3,53.290435,-6.2079,4355.0,mount-merrion-dublin,Dublin,"South-west orientation to the rear, Cul de sac location, Excellent B3 Building Energy Rating (Green Mortgages available), Pedestrian shortcut to Stillorgan Village & Luas, Moments from excellent schools",1961.0,8586.206896551725,Greater Dublin,Premium
"21 Greenfield Park, Donnybrook, Donnybrook, Dublin 4, D04X7H1",5250000.0,5,5,Detached,466.0,C1,53.312061,-6.225494,9181.0,donnybrook-dublin,Dublin,,,11266.094420600859,Dublin 4,Premium
"6 Hollywood Park, Dublin 14, Goatstown, Dublin 14, D14RX22",775000.0,5,3,Semi-D,190.0,E2,53.294312,-6.230319,7878.0,goatstown-dublin,Dublin,"Large five-bedroom house  , Off street parking  , Excellent location  , LUAS close by  , Close to numerous schools  , c.190 sqm",,4078.9473684210525,Dublin 14,Premium
"21 Oldcourt Cottages, Ballycullen, Dublin 16, D24X6P4",700000.0,3,2,Semi-D,85.0,E2,53.2702519,-6.3442881,3282.0,ballycullen-dublin,Dublin,"Large site with obvious further development potential subject to PP, Highly sought after location, Rear vehicular access, Off street parking",1900.0,8235.29411764706,Dublin 16,Premium
"21 Beech Park Road, Foxrock, Dublin 18, D18A7X9",895000.0,5,3,Detached,172.0,E2,53.271913,-6.165689,3543.0,foxrock-dublin,Dublin,"Impressive family home, Detached, 5 bedroom residence, Beautiful rear garden with lawn, patio area and shed Spacious footprint of c. 172 sq mt/ 1,851 sq ft, Popular family location, Close to excellent schools & amenities, Ample off street parking, Gas Fired Central Heating, Close to a choice of excellent schools, Close to many public transport links, Close to superb shopping and recreational facilities",1965.0,5203.488372093023,Dublin 18,Premium
"Apartment 12, Montgomery Court, Dublin 1, D01TP68",320000.0,2,1,Apartment,69.0,C1,53.352375,-6.250026,2370.0,dublin-1-dublin,Dublin,,2006.0,4637.68115942029,Dublin 1,Affordable
"Gordonville, Sydenham Villas, Dundrum, Dublin 14, D14C1X6",2495000.0,4,3,Detached,404.0,E1,53.288211,-6.238605,3340.0,dundrum-dublin,Dublin,,1871.0,6175.742574257426,Dublin 14,Premium
"18 Herbert Park, Ballsbridge, Dublin 4, D04V9X7",4250000.0,6,4,Semi-D,338.0,SI_666,53.325567,-6.238926,7461.0,ballsbridge-dublin,Dublin,,,12573.96449704142,Dublin 4,Premium
"6 Ballymun Road, Dublin 9, Drumcondra, Dublin 9, D09P6C5",645000.0,4,1,Terrace,115.0,E1,53.376911,-6.269189,6758.0,drumcondra-dublin,Dublin,,,5608.695652173913,Dublin 9,Premium
"Apartment 32, Beechwood Court, Stillorgan, Co. Dublin, A94A1A9",299950.0,1,1,Apartment,,E1,53.282759,-6.189698,2658.0,stillorgan-dublin,Dublin,,,,Greater Dublin,Affordable
"45 Glengarriff Parade, Phibsborough, Dublin 7, D07R635",425000.0,4,1,Terrace,69.0,D2,53.361819,-6.265062,4097.0,phibsborough-dublin,Dublin,"Generous living & bedroom accommodation, Sunny rear courtyard, Prime location close to many amenities, GFCH",1890.0,6159.420289855072,Dublin 7,Mid-Market
"15 Valley Park Drive, D11 T9C4, Finglas, Dublin 11",295000.0,3,1,Terrace,93.0,D1,53.3812227,-6.3167922,2891.0,finglas-dublin,Dublin,,,3172.043010752688,Dublin 11,Affordable
"20 Saint Domhnach'S Well, Dublin 13, Sutton, Dublin 13, D13W9P4",545000.0,3,2,End of Terrace,97.0,C1,53.391142,-6.124948,6021.0,sutton-dublin,Dublin,,,5618.556701030928,Dublin 13,Mid-Market
"1 St Vincents Park, A94PX27",745000.0,4,2,Bungalow,105.0,F,53.295721,-6.170106,8049.0,blackrock-dublin,Dublin,"Attractive bungalow property, Full of charm & character, Gated side access, Extends to c. 1130 sq ft/ 105 sq mt, Oil Fired Central Heating, Low maintenance wrap around rear garden, Bright & airy accommodation",1939.0,7095.238095238095,Greater Dublin,Premium
"1 Park Court, Peck's Lane, Castleknock, Dublin 15, D15A523",345000.0,2,1,Apartment,,D2,53.376088,-6.355926,4948.0,castleknock-dublin,Dublin,"Ground-floor, two bed apartment c. 53sq m / 570sq ft, No Rent Cap, Ready for immediate occupancy, One of only six apartments in the development, Double glazed windows, Gas central heating, Residents' parking to the front, Well maintained communal grounds, Immediately adjacent to Peck's Lane Green, Walking distance to Castleknock Village and the Phoenix Park",1999.0,,Dublin 15,Affordable
